UNDEFINED0,UNDEFINED0,0
Russia,Mobile - Rostelecom,7902816
Russia,Mobile - Rostelecom,7902817
Russia,Mobile - Rostelecom,7902818
Russia,Mobile - Rostelecom,7902819
Russia,Mobile - Rostelecom,7902820
Russia,Mobile - Rostelecom,7902824
Russia,Mobile - Rostelecom,7902825
Russia,Mobile - Rostelecom,7902826
Russia,Mobile - Rostelecom,7902827
Russia,Mobile - Rostelecom,7902828
Russia,Mobile - Rostelecom,7902829
Russia,Mobile - Rostelecom,790283
Russia,Mobile - Rostelecom,790285
Russia,Mobile - Rostelecom,790286
Russia,Mobile - Rostelecom,790289
Russia,Mobile - Rostelecom,790445
Russia,Mobile - Rostelecom,790446
Russia,Mobile - Rostelecom,790447
Russia,Mobile - Rostelecom,790448
Russia,Mobile - Rostelecom,790449
Russia,Mobile - Rostelecom,790480
Russia,Mobile - Rostelecom,790481
Russia,Mobile - Rostelecom,790484
Russia,Mobile - Rostelecom,790487
Russia,Mobile - Rostelecom,790488
Russia,Mobile - Rostelecom,790493
Russia,Mobile - Rostelecom,790494
Russia,Mobile - Rostelecom,790800
Russia,Mobile - Rostelecom,790807
Russia,Mobile - Rostelecom,790808
Russia,Mobile - Rostelecom,790809
Russia,Mobile - Rostelecom,790824
Russia,Mobile - Rostelecom,790825
Russia,Mobile - Rostelecom,790826
Russia,Mobile - Rostelecom,790827
Russia,Mobile - Rostelecom,7908497
Russia,Mobile - Rostelecom,7908498
Russia,Mobile - Rostelecom,7908499
Russia,Mobile - Rostelecom,790881
Russia,Mobile - Rostelecom,790882
Russia,Mobile - Rostelecom,790883
Russia,Mobile - Rostelecom,7908852
Russia,Mobile - Rostelecom,7908853
Russia,Mobile - Rostelecom,7908854
Russia,Mobile - Rostelecom,7908855
Russia,Mobile - Rostelecom,7908856
Russia,Mobile - Rostelecom,7908857
Russia,Mobile - Rostelecom,7908858
Russia,Mobile - Rostelecom,7908859
Russia,Mobile - Rostelecom,790886
Russia,Mobile - Rostelecom,790887
Russia,Mobile - Rostelecom,790888
Russia,Mobile - Rostelecom,790889
Russia,Mobile - Rostelecom,795044
Russia,Mobile - Rostelecom,795045
Russia,Mobile - Rostelecom,795046
Russia,Mobile - Rostelecom,795047
Russia,Mobile - Rostelecom,795048
Russia,Mobile - Rostelecom,795049
Russia,Mobile - Rostelecom,795050
Russia,Mobile - Rostelecom,795051
Russia,Mobile - Rostelecom,795052
Russia,Mobile - Rostelecom,795053
Russia,Mobile - Rostelecom,795054
Russia,Mobile - Rostelecom,795055
Russia,Mobile - Rostelecom,7950560
Russia,Mobile - Rostelecom,7950561
Russia,Mobile - Rostelecom,7950562
Russia,Mobile - Rostelecom,7950563
Russia,Mobile - Rostelecom,7950564
Russia,Mobile - Rostelecom,795123
Russia,Mobile - Rostelecom,795124
Russia,Mobile - Rostelecom,795125
Russia,Mobile - Rostelecom,795126
Russia,Mobile - Rostelecom,795127
Russia,Mobile - Rostelecom,795143
Russia,Mobile - Rostelecom,795192
Russia,Mobile - Rostelecom,795193
Russia,Mobile - Rostelecom,795194
Russia,Mobile - Rostelecom,795195
Russia,Mobile - Rostelecom,795196
Russia,Mobile - Rostelecom,795197
Russia,Mobile - Rostelecom,795198
Russia,Mobile - Rostelecom,7951990
Russia,Mobile - Rostelecom,7951991
Russia,Mobile - Rostelecom,7951992
Russia,Mobile - Rostelecom,7951993
Russia,Mobile - Rostelecom,7951994
Russia,Mobile - Rostelecom,7951995
Russia,Mobile - Rostelecom,7951996
Russia,Mobile - Rostelecom,7952315
Russia,Mobile - Rostelecom,7952316
Russia,Mobile - Rostelecom,7952317
Russia,Mobile - Rostelecom,7952318
Russia,Mobile - Rostelecom,7952319
Russia,Mobile - Rostelecom,795232
Russia,Mobile - Rostelecom,795233
Russia,Mobile - Rostelecom,795234
Russia,Mobile - Rostelecom,795264
Russia,Mobile - Rostelecom,795265
Russia,Mobile - Rostelecom,7952660
Russia,Mobile - Rostelecom,7952661
Russia,Mobile - Rostelecom,7952662
Russia,Mobile - Rostelecom,7952663
Russia,Mobile - Rostelecom,7952664
Russia,Mobile - Rostelecom,795267
Russia,Mobile - Rostelecom,795268
Russia,Mobile - Rostelecom,795269
Russia,Mobile - Rostelecom,795270
Russia,Mobile - Rostelecom,795271
Russia,Mobile - Rostelecom,7952720
Russia,Mobile - Rostelecom,7952721
Russia,Mobile - Rostelecom,7952722
Russia,Mobile - Rostelecom,7952723
Russia,Mobile - Rostelecom,7952724
Russia,Mobile - Rostelecom,795382
Russia,Abkhazia Mobile,79407
Russia,Abkhazia Mobile,79409
Rwanda,Proper,250
Rwanda,Mobile - MTN,25078
Rwanda,Mobile - Other Carriers,25075
Rwanda,Mobile - Tigo,25072
Saint Kitts and Nevis,Proper,1869
Saint Kitts and Nevis,Mobile - Digicel,1869760
Saint Kitts and Nevis,Mobile - Digicel,1869762
Saint Kitts and Nevis,Mobile - Digicel,1869763
Saint Kitts and Nevis,Mobile - Digicel,1869764
Saint Kitts and Nevis,Mobile - Digicel,1869765
Saint Kitts and Nevis,Mobile - Other Carriers,1869556
Saint Kitts and Nevis,Mobile - Other Carriers,1869557
Saint Kitts and Nevis,Mobile - Other Carriers,1869558
Saint Kitts and Nevis,Mobile - Other Carriers,1869565
Saint Kitts and Nevis,Mobile - Other Carriers,1869566
Saint Kitts and Nevis,Mobile - Other Carriers,1869567
Saint Kitts and Nevis,Mobile - Other Carriers,186966
Saint Lucia,Proper,1758
Saint Lucia,Mobile - Digicel,1758518
Saint Lucia,Mobile - Digicel,1758519
Saint Lucia,Mobile - Digicel,1758520
Saint Lucia,Mobile - Digicel,1758712
Saint Lucia,Mobile - Digicel,1758713
Saint Lucia,Mobile - Digicel,1758714
Saint Lucia,Mobile - Digicel,1758715
Saint Lucia,Mobile - Digicel,1758716
Saint Lucia,Mobile - Digicel,1758717
Saint Lucia,Mobile - Digicel,1758718
Saint Lucia,Mobile - Digicel,1758719
Saint Lucia,Mobile - Digicel,1758720
Saint Lucia,Mobile - Digicel,1758721
Saint Lucia,Mobile - Digicel,1758722
Saint Lucia,Mobile - Digicel,1758723
Saint Lucia,Mobile - Digicel,1758724
Saint Lucia,Mobile - Digicel,1758725
Saint Lucia,Mobile - Other Carriers,1758284
Saint Lucia,Mobile - Other Carriers,1758285
Saint Lucia,Mobile - Other Carriers,1758286
Saint Lucia,Mobile - Other Carriers,1758287
Saint Lucia,Mobile - Other Carriers,1758384
Saint Lucia,Mobile - Other Carriers,1758459
Saint Lucia,Mobile - Other Carriers,1758460
Saint Lucia,Mobile - Other Carriers,1758461
Saint Lucia,Mobile - Other Carriers,1758481
Saint Lucia,Mobile - Other Carriers,1758482
Saint Lucia,Mobile - Other Carriers,1758484
Saint Lucia,Mobile - Other Carriers,1758485
Saint Lucia,Mobile - Other Carriers,1758486
Saint Lucia,Mobile - Other Carriers,1758487
Saint Lucia,Mobile - Other Carriers,1758488
Saint Lucia,Mobile - Other Carriers,1758489
Saint Lucia,Mobile - Other Carriers,1758584
Saint Lucia,Mobile - Other Carriers,1758638
Saint Lucia,Mobile - Other Carriers,1758784
Saint Lucia,Mobile - Other Carriers,1758785
Saint Vincent and the Grenadines,Proper,1784
Saint Vincent and the Grenadines,Mobile - Digicel,1784430
Saint Vincent and the Grenadines,Mobile - Digicel,1784431
Saint Vincent and the Grenadines,Mobile - Digicel,1784432
Saint Vincent and the Grenadines,Mobile - Digicel,1784433
Saint Vincent and the Grenadines,Mobile - Digicel,1784434
Saint Vincent and the Grenadines,Mobile - Digicel,1784435
Saint Vincent and the Grenadines,Mobile - Digicel,1784526
Saint Vincent and the Grenadines,Mobile - Digicel,1784527
Saint Vincent and the Grenadines,Mobile - Digicel,1784528
Saint Vincent and the Grenadines,Mobile - Digicel,1784529
Saint Vincent and the Grenadines,Mobile - Digicel,1784530
Saint Vincent and the Grenadines,Mobile - Digicel,1784531
Saint Vincent and the Grenadines,Mobile - Digicel,1784532
Saint Vincent and the Grenadines,Mobile - Digicel,1784533
Saint Vincent and the Grenadines,Mobile - Other Carriers,1784454
Saint Vincent and the Grenadines,Mobile - Other Carriers,1784455
Saint Vincent and the Grenadines,Mobile - Other Carriers,1784491
Saint Vincent and the Grenadines,Mobile - Other Carriers,1784492
Saint Vincent and the Grenadines,Mobile - Other Carriers,1784493
Saint Vincent and the Grenadines,Mobile - Other Carriers,1784494
Saint Vincent and the Grenadines,Mobile - Other Carriers,1784495
Saint Vincent and the Grenadines,Mobile - Other Carriers,1784496
Saint Vincent and the Grenadines,Mobile - Other Carriers,1784497
Saint Vincent and the Grenadines,Mobile - Other Carriers,1784498
Saint Vincent and the Grenadines,Mobile - Other Carriers,1784593
Saint Vincent and the Grenadines,Mobile - Other Carriers,178491
Samoa,Proper,685
Samoa,Mobile,68572
Samoa,Mobile,68575
Samoa,Mobile,68576
Samoa,Mobile,68577
Samoa,Mobile,685784
San Marino,Proper,378
San Marino,Mobile,3786
Sao Tome and Principe,Proper,239
Sao Tome and Principe,Mobile,2399
Saudi Arabia,Proper,966
Saudi Arabia,Dhahran,966333
Saudi Arabia,Dhahran,966366
Saudi Arabia,Dhahran,966367
Saudi Arabia,Dhahran,96638
Saudi Arabia,Jeddah,96622
Saudi Arabia,Jeddah,96626
Saudi Arabia,Mecca,96625
Saudi Arabia,Riyadh,96612
Saudi Arabia,Riyadh,96614
Saudi Arabia,Mobile - Mobily,96654
Saudi Arabia,Mobile - Mobily,96656
Saudi Arabia,Mobile - Other Carriers,96651
Saudi Arabia,Mobile - STC,96650
Saudi Arabia,Mobile - STC,96653
Saudi Arabia,Mobile - STC,96655
Saudi Arabia,Mobile - Zain,96658
Saudi Arabia,Mobile - Zain,96659
Senegal,Proper,221
Senegal,Dakar,221338
Senegal,Mobile - Orange,22177
Senegal,Mobile - Sentel,22176
Senegal,Mobile - Sudatel,22170
Serbia,Proper,381
Serbia,Belgrade,38111
Serbia,Nis,38118
Serbia,Kosovo,38128
Serbia,Kosovo,38129
Serbia,Kosovo,38138
Serbia,Kosovo,38139
Serbia,Mobile - Mobilkom,38160
Serbia,Mobile - Mobilkom,38161
Serbia,Mobile - Mobilkom,38168
Serbia,Mobile - Telcom Serbia,38164
Serbia,Mobile - Telcom Serbia,38165
Serbia,Mobile - Telcom Serbia,38166
Serbia,Mobile - Telenor,38162
Serbia,Mobile - Telenor,38163
Serbia,Mobile - Telenor,38169
Seychelles,Proper,248
Seychelles,Mobile,24825
Seychelles,Mobile,24827
Sierra Leone,Proper,232
Sierra Leone,Freetown,23222
Sierra Leone,Mobile - Africell,23277
Sierra Leone,Mobile - Africell,23288
Sierra Leone,Mobile - Airtel,23276
Sierra Leone,Mobile - Airtel,23278
Sierra Leone,Mobile - Cellcom,23240
Sierra Leone,Mobile - Cellcom,23250
Sierra Leone,Mobile - Comium,23233
Sierra Leone,Mobile - Comium,23234
Sierra Leone,Mobile - Other Carriers,23223
Sierra Leone,Mobile - Other Carriers,23225
Sierra Leone,Mobile - Other Carriers,23235
Sierra Leone,Mobile - Other Carriers,23244
Sierra Leone,Mobile - Other Carriers,23255
Sierra Leone,Mobile - Other Carriers,23256
Sierra Leone,Mobile - Tigo,23230
Singapore,Proper,65
Singapore,Mobile,658
Singapore,Mobile,659
Slovakia,Proper,421
Slovakia,Bratislava,4212
Slovakia,Mobile,421901
Slovakia,Mobile,421902
Slovakia,Mobile,421903
Slovakia,Mobile,421904
Slovakia,Mobile,421905
Slovakia,Mobile,421906
Slovakia,Mobile,421907
Slovakia,Mobile,421908
Slovakia,Mobile,42191
Slovakia,Mobile,421940
Slovakia,Mobile,421944
Slovakia,Mobile,421948
Slovakia,Mobile,421949
Slovenia,Proper,386
Slovenia,Special,3861320
Slovenia,Special,3861400
Slovenia,Special,3861401
Slovenia,Special,3861550
Slovenia,Special,3861600
Slovenia,Special,3861620
Slovenia,Special,3861691
Slovenia,Special,3861777
Slovenia,Special,3861810
Slovenia,Special,3862334
Slovenia,Special,3862600
Slovenia,Special,3862620
Slovenia,Special,3862621
Slovenia,Special,3862707
Slovenia,Special,3863600
Slovenia,Special,3863620
Slovenia,Special,3863715
Slovenia,Special,3863777
Slovenia,Special,3864263
Slovenia,Special,3864600
Slovenia,Special,3864620
Slovenia,Special,3864777
Slovenia,Special,3865600
Slovenia,Special,3865620
Slovenia,Special,3865632
Slovenia,Special,3865777
Slovenia,Special,386590
Slovenia,Special,386591
Slovenia,Special,3865920
Slovenia,Special,3865921
Slovenia,Special,3865922
Slovenia,Special,386593
Slovenia,Special,386594
Slovenia,Special,386595
Slovenia,Special,3865969
Slovenia,Special,386597
Slovenia,Special,3867310
Slovenia,Special,3867600
Slovenia,Special,3867620
Slovenia,Special,3867777
Slovenia,Special,386815
Slovenia,Special,3868160
Slovenia,Special,3868161
Slovenia,Special,3868162
Slovenia,Special,3868280
Slovenia,Special,3868300
Slovenia,Special,3869804
Slovenia,Special,3869805
Slovenia,Special,3869806
Slovenia,Special,3869807
Slovenia,Special,3869808
Slovenia,Special,3869812
Slovenia,Special,3869813
Slovenia,Special,3869815
Slovenia,Special,3869816
Slovenia,Special,3869818
Slovenia,Special,3869819
Slovenia,Special,3869820
Slovenia,Special,3869824
Slovenia,TS IP,386598
Slovenia,TS IP,386599
Slovenia,TS IP,386817
Slovenia,TS IP,386820
Slovenia,TS IP,3869809
Slovenia,TS IP,3869811
Slovenia,Mobile - Mobitel,38631
Slovenia,Mobile - Mobitel,38641
Slovenia,Mobile - Mobitel,38651
Slovenia,Mobile - Mobitel,3869800
Slovenia,Mobile - Mobitel,3869803
Slovenia,Mobile - Mobitel,3869817
Slovenia,Mobile - Other Carriers,38670
Slovenia,Mobile - Other Carriers,3869802
Slovenia,Mobile - Simobil,38630
Slovenia,Mobile - Simobil,38640
Slovenia,Mobile - Simobil,3869801
Slovenia,Mobile - T2,386641
Slovenia,Mobile - T2,386642
Slovenia,Mobile - T2,386643
Slovenia,Mobile - T2,386644
Slovenia,Mobile - T2,386645
Slovenia,Mobile - T2,3869814
Slovenia,Kosovo Ipkonet Mobile,386432
Slovenia,Kosovo Ipkonet Mobile,386433
Slovenia,Kosovo Ipkonet Mobile,386434
Slovenia,Kosovo Ipkonet Mobile,386437
Slovenia,Kosovo Ipkonet Mobile,38649
Solomon Islands,Proper,677
Solomon Islands,Mobile,67774
Solomon Islands,Mobile,67775
Solomon Islands,Mobile,67776
Solomon Islands,Mobile,67784
Solomon Islands,Mobile,67785
Solomon Islands,Mobile,67786
Solomon Islands,Mobile,67787
Solomon Islands,Mobile,67788
Somalia,Proper,252
Somalia,Golis,25242
Somalia,Golis,25257
Somalia,Golis,25258
Somalia,Golis,25288
Somalia,Golis,25290
Somalia,Golis,25291
Somalia,Hormud,25215
Somalia,Hormud,25216
Somalia,Hormud,25218
Somalia,Hormud,25234
Somalia,Hormud,25239
Somalia,Hormud,25243
Somalia,Hormud,25261
Somalia,Nationlink,25217
Somalia,Nationlink,25219
Somalia,Nationlink,252227
Somalia,Nationlink,252228
Somalia,Nationlink,25228
Somalia,Nationlink,25229
Somalia,Nationlink,25250
Somalia,Nationlink,25251
Somalia,Nationlink,25252
Somalia,Nationlink,25253
Somalia,Nationlink,25256
Somalia,Nationlink,25259
Somalia,Nationlink,25267
Somalia,Nationlink,25268
Somalia,Nationlink,25269
Somalia,STG,252222
Somalia,STG,252223
Somalia,STG,252224
Somalia,STG,25254
Somalia,STG,25255
Somalia,Soltelco,252225
Somalia,Soltelco,2528
Somalia,Somtel,25271
Somalia,Somtel,25272
Somalia,Somtel,25273
Somalia,Somtel,25274
Somalia,Somtel,25275
Somalia,Somtel,25276
Somalia,Somtel,25277
Somalia,Somtel,25278
Somalia,Somtel,25279
Somalia,Telecom Somalia,25212
Somalia,Telecom Somalia,25213
Somalia,Telecom Somalia,25223
Somalia,Telecom Somalia,25233
Somalia,Telecom Somalia,25245
Somalia,Telecom Somalia,25246
Somalia,Telecom Somalia,25247
Somalia,Telecom Somalia,25262
Somalia,Telecom Somalia,25265
Somalia,Telecom Somalia,25266
Somalia,Telesom,25220
Somalia,Telesom,25224
Somalia,Telesom,25225
Somalia,Telesom,25226
Somalia,Telesom,25227
Somalia,Premium Services,25240
Somalia,ASGSM Mobile,25230
Somalia,Onkod Mobile,25270
Somalia,Somafone Mobile,25260
South Africa,Proper,27
South Africa,Cape Town,2721
South Africa,Johannesburg,2711
South Africa,Mobile - MTN,27710
South Africa,Mobile - MTN,27717
South Africa,Mobile - MTN,27718
South Africa,Mobile - MTN,27719
South Africa,Mobile - MTN,2773
South Africa,Mobile - MTN,2778
South Africa,Mobile - MTN,2783
South Africa,Mobile - Other Carriers,2774
South Africa,Mobile - Other Carriers,2784
South Africa,Mobile - Telkom Mobile,27811
South Africa,Mobile - Telkom Mobile,27812
South Africa,Mobile - Telkom Mobile,27813
South Africa,Mobile - Telkom Mobile,27814
South Africa,Mobile - Telkom Mobile,27815
South Africa,Mobile - Vodacom,27711
South Africa,Mobile - Vodacom,27712
South Africa,Mobile - Vodacom,27713
South Africa,Mobile - Vodacom,27714
South Africa,Mobile - Vodacom,27715
South Africa,Mobile - Vodacom,27716
South Africa,Mobile - Vodacom,2772
South Africa,Mobile - Vodacom,2776
South Africa,Mobile - Vodacom,2779
South Africa,Mobile - Vodacom,2782
South Africa,Mobile - Vodacom,2785000
South Africa,Mobile - Vodacom,2785001
South Africa,Mobile - Vodacom,2785050
South Africa,Mobile - Vodacom,2785051
South Africa,Mobile - Vodacom,2785052
South Africa,Mobile - Vodacom,2785053
South Africa,Mobile - Vodacom,2785054
South Africa,Mobile - Vodacom,2785055
South Africa,Mobile - Vodacom,2785150
South Africa,Mobile - Vodacom,2785151
South Africa,Mobile - Vodacom,2785152
South Africa,Mobile - Vodacom,2785153
South Africa,Mobile - Vodacom,2785250
South Africa,Mobile - Vodacom,2785251
South Africa,Mobile - Vodacom,2785252
South Africa,Mobile - Vodacom,2785300
South Africa,Mobile - Vodacom,2785301
South Africa,Premium,2710001
South Africa,Premium,2710003
South Africa,Premium,27100040
South Africa,Premium,27100041
South Africa,Premium,27100042
South Africa,Premium,27100043
South Africa,Premium,27100044
South Africa,Premium,27100070
South Africa,Premium,27100100
South Africa,Premium,27100120
South Africa,Premium,27100130
South Africa,Premium,27100131
South Africa,Premium,27100132
South Africa,Premium,27100133
South Africa,Premium,27100134
South Africa,Premium,27100300
South Africa,Premium,27100301
South Africa,Premium,27100302
South Africa,Premium,27100303
South Africa,Premium,27100304
South Africa,Premium,27100350
South Africa,Premium,2710040
South Africa,Premium,2710050
South Africa,Premium,27100720
South Africa,Premium,2710080
South Africa,Premium,27100910
South Africa,Premium,27101000
South Africa,Premium,27101003
South Africa,Premium,27101100
South Africa,Premium,27101300
South Africa,Premium,2710185
South Africa,Premium,27102850
South Africa,Premium,27104100
South Africa,Premium,2710500
South Africa,Premium,2710590
South Africa,Premium,2710591
South Africa,Premium,2710592
South Africa,Premium,2710610
South Africa,Premium,27107440
South Africa,Premium,2710860
South Africa,Premium,27109000
South Africa,Premium,27109001
South Africa,Premium,27109002
South Africa,Premium,27109003
South Africa,Premium,27109004
South Africa,Premium,2711100
South Africa,Premium,2711207590
South Africa,Premium,2711210410
South Africa,Premium,2711210411
South Africa,Premium,271121720
South Africa,Premium,271124716
South Africa,Premium,271124717
South Africa,Premium,271125750
South Africa,Premium,271125751
South Africa,Premium,271125752
South Africa,Premium,2711290600
South Africa,Premium,2711290601
South Africa,Premium,2711290602
South Africa,Premium,2711290603
South Africa,Premium,2711290604
South Africa,Premium,2711353350
South Africa,Premium,271143733
South Africa,Premium,271143734
South Africa,Premium,271143735
South Africa,Premium,271143736
South Africa,Premium,271143737
South Africa,Premium,271143738
South Africa,Premium,271143850
South Africa,Premium,271143851
South Africa,Premium,271143852
South Africa,Premium,2711459450
South Africa,Premium,2711459451
South Africa,Premium,2711459452
South Africa,Premium,2711459453
South Africa,Premium,2711459454
South Africa,Premium,2711459455
South Africa,Premium,271147068
South Africa,Premium,2711485444
South Africa,Premium,2711486580
South Africa,Premium,2711486581
South Africa,Premium,271150396
South Africa,Premium,271153724
South Africa,Premium,271153725
South Africa,Premium,271156069
South Africa,Premium,2711568
South Africa,Premium,271157026
South Africa,Premium,271161272
South Africa,Premium,2711676208
South Africa,Premium,2711676209
South Africa,Premium,2711699680
South Africa,Premium,2711699681
South Africa,Premium,2711699682
South Africa,Premium,2711699683
South Africa,Premium,271179763
South Africa,Premium,271179764
South Africa,Premium,271180810
South Africa,Premium,271180811
South Africa,Premium,271180812
South Africa,Premium,271180813
South Africa,Premium,271180814
South Africa,Premium,271186166
South Africa,Premium,2711869261
South Africa,Premium,271187116
South Africa,Premium,271187117
South Africa,Premium,271187118
South Africa,Premium,271187119
South Africa,Premium,2711883276
South Africa,Premium,271192883
South Africa,Premium,271196688
South Africa,Premium,271196689
South Africa,Premium,271197184
South Africa,Premium,271197185
South Africa,Premium,271197186
South Africa,Premium,271197187
South Africa,Premium,2712000
South Africa,Premium,2712001
South Africa,Premium,2712003
South Africa,Premium,2712004
South Africa,Premium,27120050
South Africa,Premium,27120051
South Africa,Premium,27120052
South Africa,Premium,27120053
South Africa,Premium,27120054
South Africa,Premium,27120070
South Africa,Premium,27120100
South Africa,Premium,27120200
South Africa,Premium,27120350
South Africa,Premium,2712050
